text,joy,sadness,anger,fear,surprise,love,neutral
I never would have predicted what happened today. The outcome was nothing like I anticipated. The surprise stayed with me all day.,0,0,0,0,1,0,0
"I was most proud of getting plenty of exercise yesterday at work. I walk a lot on my job anyways but yesterday, I walked about 22,000 steps and I felt good doing it. Of course, it was accumulated from vacuuming long hallways at the student housing building I work at. It was also from hauling trash bags to the receptacle. Along with that, was the mopping, dusting, So I feel I did a lot of good for my health.",1,0,0,0,0,0,0
"I made money and a large performance bonus, which is much needed and appreciated. Because of how large it was, I'll be able to buy all the presents for xmas that I want to buy and make a fantastic Christmas for my family.",1,0,0,0,0,0,1
Life surprised me today in a way I will not forget. The outcome was nothing like I anticipated. I was completely taken aback.,0,0,0,0,1,0,0
I had to be in a different class than i usually was and the children that were in the class were not good listeners. So it was a bit frustrating.,0,0,1,0,0,0,0
I am being transferred to Pittsburgh and I am supposed to start in January.  I have been going back and forth with HR about details of the relocation policy and I have to choose an option soon.  It's a big decision.,0,0,1,1,0,0,0
My family was the most salient thing about my day. My baby boy turned 9 months old today. It made me fee so fulfilled and nostaglic and introspective. I reflect back and feel contentment that I created a beautiful child that is my own family.,1,1,0,0,0,0,0
Today my family reminded me why I carry genuine love for them every single day. They surprised me with a small gesture that meant more than they know.,0,0,0,0,0,1,0
"It's nice at the end of the day to get home and have dinner with the wife and kids, and then relax in the evening until bed time.",1,0,0,0,0,0,1
Today surprised me in a way I was not prepared for. An opportunity presented itself from a completely unexpected direction. It took a while before I could process what had happened.,0,0,0,0,1,0,0
Nothing in my day prepared me for what came. A message arrived that stopped me in my tracks. I genuinely did not know how to react at first.,0,0,0,0,1,0,0
Something I never anticipated happened. A message arrived that stopped me in my tracks. I sat with the news for a long time before responding. I am still thinking about it now.,0,0,0,0,1,0,0
A calm but heavy day. I spent time at home doing some chores. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
Out of nowhere today The outcome was nothing like I anticipated. I was astonished. I kept replaying it in my mind throughout the day.,0,0,0,0,1,0,0
I was energized and composed at the same time. It was due to a meeting that was to be the bridge to my promotion.,1,0,0,0,0,0,1
I took the time to do yoga right away in the morning when I got up. This made me feel a sense of calm which is a nice thing to experience when you have two little  boys. I also had the chance to feel satisfied that I'm actually sticking to do something everyday.,1,0,0,0,0,0,1
"I didn't sleep well, it felt as though I was stressed out all night. I kept waking up and feeling like I needed to get up and do something. I couldn't find of anything to do, so I kept trying to go back to sleep.",0,1,0,1,0,0,0
Had to do some work in the morning that I wasnn't expecting so that was kind of annoying.,0,1,1,0,0,0,1
I had to work alone today and close at work. It was stressful because I found myself the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,0,1,1,1,0,0,0
A calm but heavy day. I went to work and completed my usual tasks. I felt a quiet sadness through most of it without any particular reason.,0,1,0,0,0,0,1
I didn't get a good night's sleep as I am still jetlagged. I am not sure when I will return to normal.,0,0,1,1,0,0,0
"I got in a pleasant workout at the gym. Despite my injured knee, I worked out for almost an hour. I felt relaxed and satisfying afterward. It was a pleasant day.",1,0,0,0,0,0,1
"I tried to do some exercise the day before beause i'm gaining weight, but don't have the motivation to do so.",0,1,1,1,0,0,0
We got to go out hiking after the fact. It was deeply nice to get some fresh air and truly refreshing.,0,0,0,0,0,0,1
I watched a few episode on netflix of a series that I was enjoying.  I liked it overall but found the ending to be disappointing and confusing.,1,0,0,0,0,0,1
"I got some rest that refreshed me after a tiring and bothersome day, so it was a nice step forward somewhat.",1,0,0,0,0,0,1
Something completely unexpected happened today that made me so happy. Someone did something I never would have predicted. I was both astonished and overjoyed.,1,0,0,0,1,0,0
Their love feels like the safest place I know. Today especially I was aware of the the kind of love that feels like home I have for my closest friend. We sat together in silence and it was the most comfortable I have felt in weeks.,0,0,0,0,0,1,0
i appreciate my family so much. they're very supportive and always there for me.,1,1,0,0,0,0,0
I had friends over which felt terrific but I also had some social anxiety about it.,1,0,0,1,0,0,0
I was enraged but also nervous. The whole thing was mishandled from start to finish. The anger was on the surface but underneath there was real fear about the consequences.,0,0,1,1,0,0,0
Today I told my spouse how much they mean to me. We disagreed on something but resolved it with care and respect. The complete devotion between us is real and deep.,0,0,0,0,0,1,0
Time with my grandmother is always time well spent. We sat together in silence and it was the most comfortable I have felt in weeks. The the kind of love that feels like home I feel is something I hold onto.,0,0,0,0,0,1,0
I was completely caught off guard today. The results came back and they were nothing like any of us had predicted. It took a while before I could process what had happened.,0,0,0,0,1,0,0
Today I told my oldest friend how much they mean to me. We reminisced about old memories and I felt close to them in a way I had missed. The deep care and admiration between us is real and deep.,0,0,0,0,0,1,0
I woke up feeling nervous and couldn't shake it. I have been under significant pressure. Everything felt uncertain and threatening.,0,0,0,1,0,0,0
"I have not been sleeping well lately at all. Because of that, sleeping was very important to me. I managed to catch up on some sleep I have been missing.",1,0,0,0,1,0,1
It fekt AMAZING to get back out running - thank you Day light Savings Time!,1,0,0,0,0,0,0
I was so happy and excited to get to the gym after being out of town for 5 days. I did not work out in those days and was feeling the need for a good sweat!,1,0,0,0,0,0,1
Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting really happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.,0,0,1,1,0,0,0
"Work was very demanindg yesteday it required me to work extyra long in order to finish the project that was under way when I started the week. We as a team were on a tight deadline and in  order to finish we were really all working hard. It was amazing, interesting and so much fun I havent had htis much fun at work ever.",1,0,0,0,0,0,1
We enjoyed the wings. It was great and delicious.,1,0,0,0,0,0,0
Time with my oldest friend is always time well spent. We sat together in silence and it was the most comfortable I have felt in weeks. The the kind of love that feels like home I feel is something I hold onto.,0,0,0,0,0,1,0
I've been pretty salient about my work. I take excellent pride in knowing that I am doing my best.,1,0,0,0,0,0,1
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,0,0,1,0,0,0,0
I was happy to be around my family yesterday when my oldest son received an award at school.,1,0,0,0,0,0,0
My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am exasperated because I notice like she does not want to get better.,0,0,1,1,0,0,0
I was really happy about going to the gym to exercise. I wanted to take some time for me and take care of myself.,1,0,0,0,0,0,0
I got completely unexpected news. Someone did something I never would have predicted. My first reaction was pure disbelief.,0,0,0,0,1,0,0
"I had a good night rest the day before which is a bit awkward, but it was enjoyable.",0,0,0,0,0,0,1
I felt very obligated,0,0,0,0,0,0,1
I ate good quality healthy food yesterday as I do most days and it always makes me feel great.,1,0,0,0,0,0,0
"I wake up each morning and thank God for allowing me to have another day with my family.  Being able to get out of bed, got to work and do my usual activities of the day.  So many people do not have that choice and would give anything just to be able to rise out of bed.",1,0,0,0,0,0,1
I spoke with my husband. He said he has not been feeling well. He feels like he needs to change some habits. I said I would help him with whatever he needed.,0,0,0,1,0,0,1
My son was sent home from school yesterday throwing up. It made me anxious and uneasy because he's nonverbal and can't tell me what's going on.,0,0,1,1,0,0,0
I was astonished today. Something I had been waiting a long time for arrived suddenly without warning. It took a while before I could process what had happened. I kept going back to it all day.,0,0,0,0,1,0,0
There were moments of real joy today. Everything went better than expected. But I also carried a heaviness about Things have felt heavy lately. that I couldn't shake.,1,1,0,0,0,0,0
"Arriving to work, feeling peaceful however, felt anxious about the amount of work needing to be accomplished for the day. I felt I could get it all done and sense I had accomplished my goal for the day.",1,0,0,1,0,0,0
"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sad and angry at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.",0,1,0,1,0,0,0
It felt good to run and let out some energy from the day.,1,0,0,0,0,0,0
The disease also has the side effect of neuritis in my feet and the pain sometimes prevents me from a good nights sleep and this is very frustrating.,0,0,1,0,0,0,0
"My daughter was going through old photos at her house, and posted and texted some of the pictures to me. They brought back a lot of happy memories and some that made me feel truly nostalgic and even a bit melancholy. It is so easy to remember those times with fantastic fondness, but hard a bit when I look back and didn't realize how carefree those days were, compared to what they are now. I miss my kids when they were little and growing up and discovering new things and interests.",1,1,0,0,0,0,1
Today I tried to stay composed. I did some light exercise and cooked a simple dinner. But I was frustrated about the situation at work and anxious about the future at the same time.,0,0,1,1,0,0,1
"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.",1,0,0,1,1,0,0
Out of nowhere today An old friend reached out out of nowhere. I was astonished. I kept replaying it in my mind throughout the day.,0,0,0,0,1,0,0
"We had chicken and mushroom enchiladas. I was happy, nostalgic, and satisfied. My sister used to be a missionary to Paraguay and knew how to cook the local fare like empanadas and tacos.",1,1,0,0,0,0,0
Something completely unexpected happened today that made me so happy. The outcome was nothing like I anticipated. I was both astonished and overjoyed.,1,0,0,0,1,0,0
I have a time for prayer in the morning and it helps me to stay calm throughout the day no matter what may happen. It helps to be able to put your greatest fears and problems into a better perspective.,0,0,0,0,0,0,1
I was able to get a lot done the day before at work and I was truly productive.,1,0,0,0,0,0,1
It was a bittersweet day. I accomplished something meaningful. But I also found myself missing the people I have drifted from and feeling a quiet sadness underneath.,1,1,0,0,0,0,0
I felt angry and sad today in equal measure. I felt completely disrespected. What happened hurt me deeply and also made me furious.,0,1,1,0,0,0,0
I was quite proud and satisfied to complete my work.,1,0,0,0,0,0,1
I thought I knew what to expect today. I was wrong. News came through a channel I never would have guessed. I had to read it twice before it registered.,0,0,0,0,1,0,0
As a government employee I'm at home a lot right now.  I get to see my kids from the time they wake up to the time they wake up to the time they go to bed.,1,0,0,0,0,0,0
"After talking with someone, they suggested I had pulled a muscle and to take some advil. I took their advice and felt relief quickly. I notice so pleased and relieved that it is not anything serious.",1,0,0,0,1,0,0
"The second most important thing that happened yesterday was that I was able to catch up on much needed sleep that I had missed out on earlier in the week. With the time change combined with my exhaustion, I was able to fall asleep really early. I felt comforted and restful curling up in my bed and getting some rest. However my dreams were not that terrific and left me waking with a feeling of anger as I cleared my head and realized that it had only been a dream.",1,0,1,0,0,0,1
My family is the biggest part and most important amount of every day for me. I was able to speak with my parents by phone to plan to go over there this weekend. My brother will be there too.,1,1,0,0,0,0,0
My health is something that makes me anxious but still over satisfied. I am relaxed knowing that things could be alot worse.,1,0,0,1,0,0,1
I had a nice dinner with my wife yesterday.  It was a good way to relax after a  hard day at work.  She always knows how to make me feel loved and appreciated.,1,0,0,0,0,0,1
Today my grandmother reminded me why I carry genuine love for them every single day. We shared a meal and it felt like the most natural thing in the world.,0,0,0,0,0,1,0
Today reminded me that certainty is an illusion. An opportunity presented itself from a completely unexpected direction. I had to read it twice before it registered. I am still thinking about it now.,0,0,0,0,1,0,0
I was completely caught off guard today. Something I had been waiting a long time for arrived suddenly without warning. I sat with the news for a long time before responding.,0,0,0,0,1,0,0
I worked out on my elliptical machine today. It was so exciting because I went faster and farther than I have been averaging. I think I'm getting more fit!,1,0,0,0,0,0,0
"I found myself amazed to get a message from a friend from long ago, but I was really happy to hear from her. She was my best friend in college, so it brought back some memories that were truly nice to recall and reminisce on. I think I'd like to talk to her more often, if I can remember to. I've just been so busy every day, it's hard to remember to talk to other people sometimes.",1,1,0,0,1,0,0
What we have took years to build and I cherish every part of it. Today especially I was aware of the warmth and tenderness I have for my spouse. We reminisced about old memories and I felt close to them in a way I had missed.,0,0,0,0,0,1,0
Exercise is important because about a year ago I had several leg operations and I hope to be able to walk more confidently than I do now.,0,0,0,1,0,0,0
teresa finally called back and it took her all of 10 minutes to get worked up again. I'm a about sick of this yeast and bi-polar  BS. I'll just handle it like the last 27 years. These autumn/holidays annual depressions are so predictable. She was rewriting history again. I wish she would quit taking every subtle difference of opinion as a personalttack!,0,0,1,1,0,0,0
A regular day that was made better simply by the presence of my parents. I had a few meetings and wrapped up some work. I felt at peace and deeply grateful.,1,0,0,0,0,1,1
Being with the person I love most is one of the greatest things in my life. We disagreed on something but resolved it with care and respect. I feel complete devotion whenever I think of them.,0,0,0,0,0,1,0
Thinking about my oldest friend today brought me complete devotion. I do not always say it but I feel it every single day. I am lucky to have them.,0,0,0,0,0,1,0
The thought of my health fills me with dread. Something has been weighing on me. I struggle to manage this worry.,0,0,0,1,0,0,0
A conversation took a turn I had not prepared for at all. It took a while before I could process what had happened. I am still processing what happened.,0,0,0,0,1,0,0
"I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.",1,1,0,0,0,0,1
I made breakfast and lunch for my family yesterday and we had leftovers at dinner.,1,1,0,0,0,0,0
My friend's mother passed. I learned about it and said special prayers and planned on the bouquet I would order today.,0,1,0,0,0,0,0
Today surprised me in a way I was not prepared for. I ran into someone I had not seen since childhood. I genuinely did not know how to react at first.,0,0,0,0,1,0,0
"My spouse and I met our best friend for dinner and had a excellent time all together. We talked for hours, laughed, and ate some genuinely delicious food. The whole night left me feeling entertained, content, and happy that my spouse and I have such a close friend from childhood still in our lives. He is like a brother to both of us.",1,0,0,0,0,0,1
Today surprised me in a way I was not prepared for. News came through a channel I never would have guessed. I sat with the news for a long time before responding.,0,0,0,0,1,0,0
I do not say it enough but I feel a warmth I cannot describe for my oldest friend. I do not always say it but I feel it every single day. Today that feeling was especially strong.,0,0,0,0,0,1,0
I had to work alone today and close at work. It was stressful because I was the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,0,1,1,1,0,0,0
"I am grateful for my wife. She is the best thing that ever happened to me. Just day to day living with her is joyful. She doesn't need to do anything special in order for me to appreciate her. She got up and while I was rushing around to get ready for an early morning meeting, she made breakfast for us and we got to sit and talk for ten minutes. Made my day.",1,1,0,0,0,0,1
They did something thoughtful without being asked. Moments like these are why I am so grateful for my father. I feel genuine love and at peace.,0,0,0,0,0,1,0
I felt scared about the future and sad about the people I have drifted from. It was a hard day emotionally.,0,1,0,1,0,0,0
I was astonished today. Something broke in my favor in a way I had given up expecting. I needed a moment before I could say anything. I kept going back to it all day.,0,0,0,0,1,0,0
I went through my day calmly on the outside. I spent time at home doing some chores. Inside I was both irritated about the way things were handled and nervous about an upcoming challenge.,0,0,1,1,0,0,1
Today was a mix of happiness and worry. I received some great news. But I also found myself anxious about the uncertainty ahead. The two feelings sat side by side.,1,0,0,1,0,0,0
I was completely caught off guard today. Someone did something I never would have predicted. I needed a moment to collect myself before I could react.,0,0,0,0,1,0,0
I had a plan for today. Then An old friend I had not spoken to in years contacted me completely out of the blue. I kept replaying it to make sure I had understood correctly. Everything changed.,0,0,0,0,1,0,0
My brother just found out he has lung cancer. I have been doing research on things like alternative therapy along with chemo and radiation and sending him the info. This is my older brother who I haven't seen in probably 5 years. I am planning a trip to go see him soon.,0,1,0,1,0,0,0
Spending the day ( like every other day) babysitting my grandbabies. I love them so much and enjoy most every part of being with them during the day. I know how lucky I am to be able to babysit them every day.,1,0,0,0,0,0,1
My health is something that makes me anxious but still over satisfied. I am composed knowing that things could be alot worse.,1,0,0,1,0,0,1
Life sent me a surprise today. A conversation took a turn I had not prepared for at all. My first reaction was pure disbelief. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
"My spouse woke me up with a surprise breakfast in bed since we were taking the morning off and then we spent time cuddling in bed together. Our ""date night"" was seeing a horror movie together in the early afternoon and we spent time holding hands, watching a movie, and then we went out to a late lunch. I felt so lucky and so thrilled to be able to spend the morning with the most amazing person in my life. My best friend and spouse makes me notice loved and I spent the day feeling so content and giddy, just like when we were in high school. I had an amazing morning filled with love and laughter!",1,1,0,0,1,0,1
Everyone in my family is healthy so far.  I feel satisfied with where we stand.,1,0,0,0,0,0,0
Life sent me a surprise today. A decision was made that nobody in my circle had expected. I sat with the news for a long time before responding. I am still thinking about it now.,0,0,0,0,1,0,0
my work is important and noticeable but extremely boring.   I would like a different job but it does pay the bills and gives me less headaches than other jobs.,0,0,1,0,0,0,1
Yesterday I worked on a way for my family to see my private photos on Flickr without registering on the site. I found out that anonymous guests can see the photos but they can't comment. And the comments are the main reason for the photo-sharing! Truly frustrating.,0,0,1,0,1,0,1
I was contemplating God and realized that I was excited to meet God someday and escape this inferior world. I was thinking about how that would be greater than just about anything else.,1,0,0,0,0,0,1
I do not always say it out loud but I feel so much love for my sibling. I am so grateful for the connection we share. Today that feeling was especially present.,0,0,0,0,0,1,0
Knowing that someone is always on my side and never asking for something.,1,0,0,0,0,0,1
Today I tried to stay composed. I had a few meetings and wrapped up some work. But I was frustrated about the way things were handled and anxious about the uncertainty ahead at the same time.,0,0,1,1,0,0,1
I went through my day calmly on the outside. I did some light exercise and cooked a simple dinner. Inside I was both irritated about how I was treated and nervous about the future.,0,0,1,1,0,0,1
Going on the treadmill made me relieve stress and made me feel relaxed.,1,0,0,1,0,0,1
I would not have believed it if someone had told me. News came through a channel I never would have guessed. It took a while before I could process what had happened.,0,0,0,0,1,0,0
I was enraged but also nervous. I was not heard at all. The anger was on the surface but underneath there was real fear about the consequences.,0,0,1,1,0,0,0
Everyone loves sleep. The past 6 months have created a whole new schedule for myself so come evening I'm ready for bed!,1,0,0,1,0,0,1
"When I got home from work I spent time with my husband. He ordered pizza for us, then we cuddled and went to bed. I felt happy to be around him and its nice to share an intimate thing (sleeping) with someone.",1,0,0,0,0,0,0
"I was able to go outside with my wife who has cancer to a local park which was surrounded by trees, truly quiet as only a few people were around and with 2 small man-made ponds with free. It was a good break in the day from all my work on the computer as well as to spend quality time with my wife in a natural setting. I thoroughly relished it.",1,0,0,0,1,0,0
Being with my grandmother is one of the greatest things in my life. They did something thoughtful without being asked. I feel deep care and admiration whenever I think of them.,0,0,0,0,0,1,0
My wife and I took our 2 year old son to the park. Him and I went on the swings together and went down the slide. It sounds really simple and may be boring to some but he was so exited to be there. Seeing his little face light up like that makes me feel so happy.,1,0,0,0,0,0,0
I took the time to make a home cooked meal last night and it was so good. I made acorn squash with apples and sausage. Getting to enjoy this meal made me very satisfied because it was so tasty and very happy that it turned out so good. This meal also makes me nostalgic for other times when I have made this delicious meal.,1,1,0,0,0,0,0
I went through my routine as normal. I ran some errands and kept to my routine. Underneath I was feeling low and a bit sad but tried to stay composed.,0,1,0,0,0,0,1
"Work was trash today as usual, rotten work, rotten clients, rotten bosses. Still, it's a means to an end, and I'll get a break in a couple days.",0,0,1,0,0,0,0
Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.,1,1,0,0,0,0,0
I felt angry and sad today in equal measure. The whole thing was mishandled from start to finish. What happened hurt me deeply and also made me furious.,0,1,1,0,0,0,0
"Yesterday, I had to go to work. Things were my first day back to work after my weekend, so I was pretty exasperated and downhearted It was a pretty boring day overall.",0,1,1,1,0,0,1
Today reminded me that certainty is an illusion. An old friend I had not spoken to in years contacted me completely out of the blue. My first reaction was pure disbelief. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
"I was astonished today. Someone I barely knew did something that completely surprised me. I found myself just staring, trying to make sense of it. I kept going back to it all day.",0,0,0,0,1,0,0
"I love my family very much! Everytime we talk, I feel a sense of pride and happiness.",1,0,0,0,0,0,1
"I had a plan for today. Then The results came back and they were nothing like any of us had predicted. I found myself just staring, trying to make sense of it. Everything changed.",0,0,0,0,1,0,0
Time with my children is always time well spent. They did something thoughtful without being asked. The the kind of love that feels like home I feel is something I hold onto.,0,0,0,0,0,1,0
Was able to eat some of my favorite food so i was pretty happy and excited and couldnt wait to eat it.,1,0,0,1,0,0,0
"I managed to squeeze in seven hours of sleep last night, which is pretty rare for me these days.",1,0,0,0,0,0,1
I woke up feeling find. Went through most of the day feeling alright but then my back started hurting and wouldn't stop. Not long after that I wound my arm trying to chase the cat back in the house. Shot pain up from my arm to my neck and into my shoulders. It was terrible.,0,0,1,1,0,0,0
I thought about my best friend a lot today. I don't take them for granted and I want them to know that. The overwhelming gratitude I carry for them is consistent and true.,0,0,0,0,0,1,0
I had a plan for today. Then Someone I barely knew did something that completely surprised me. I genuinely did not know how to react at first. Everything changed.,0,0,0,0,1,0,0
I was acting really anxious for no satisfying reasons and realized how silly I felt.,0,1,0,0,0,0,1
I spent the evening with my spouse today and felt warmth and tenderness. We went for a walk and talked about everything and nothing. I left feeling grateful and warm.,0,0,0,0,0,1,0
I just found out they may be cutting my hours at work. This is going to be problematic for me going forward.,0,0,1,0,0,0,0
"I am quite struggling with my son. He has been diagnosed with autism and adhd but he is very high functioning and near genius level intelligence. Our problem is that he hates everyone in the house. He doesn't want to be part of a family. He doesn't want to have brothers or a mom. He wants to be alone all the time. He is 12. Obviously these are unrealistic thoughts he is having. He makes it so challenging to get along with him. He treats everyone badly and refuses to even try to change his negative behavior, instead using his diagnoses as an excuse for it. He has been to multiple different specialists, now we have one that comes to our home 3x a week and we have made no progress. In over three years. I'm tired.",0,1,1,1,0,0,0
My blood analyses resulted very good for my age.,0,0,0,0,0,0,1
I spent the day with my parents and everything felt joyful and full of love. We shared a quiet moment that meant everything to me. My heart was completely full.,1,0,0,0,0,1,0
Something infuriating happened today. I felt completely disrespected. I needed to step back and breathe before I said something I regretted.,0,0,1,0,0,0,0
"Working for slave wages and getting screwed and exploied every day, seven days a week, is driving me nuts.  I hate it.  Why can there be any decent requestors who pay a living wage?",0,0,1,1,0,0,0
Spending the day ( like every other day) babysitting my grandbabies. I love them so much and enjoy most every part of being with them during the day. I know how lucky I am to be able to babysit them every day.,1,0,0,0,0,0,1
They sent me a message at exactly the right moment. I felt genuine love and could not stop thinking about how fortunate I am to have my siblings.,0,0,0,0,0,1,0
I thought I knew what to expect today. I was wrong. A conversation took a turn I had not prepared for at all. I kept replaying it to make sure I had understood correctly.,0,0,0,0,1,0,0
"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",0,0,1,1,0,0,1
I have been thinking about the person I love most a great deal lately. I am so grateful for the connection we share. There is a warmth in my heart that I am very grateful for.,0,0,0,0,0,1,0
"I had a long conversation with my  Mom last night.  She needs my husband to redo her bathroom but needs a ride to a nearby city to get materials. I told her to ask my husband, he'd have no problem with it.",1,0,0,0,1,0,0
The thought of an upcoming challenge fills me with dread. The situation feels unpredictable. I struggle to manage this worry.,0,0,0,1,0,0,0
I do not always say it but I feel it every single day. Today especially I was aware of the complete devotion I have for my spouse. They surprised me with a small gesture that meant more than they know.,0,0,0,0,0,1,0
"When I spend time with my partner and daughter, I feel calm, happy, and satisfied. We argue sometimes, but mostly we are super close and love hanging out together.",1,0,0,0,0,0,1
What happened today was the last thing I expected. I discovered something I had never known before. I am still processing the shock of it.,0,0,0,0,1,0,0
I went to bed an hour and a half earlier than I usually do and my body really enjoyed the extra rest,0,0,0,0,0,0,1
I was completely caught off guard today. An opportunity presented itself from a completely unexpected direction. I kept replaying it to make sure I had understood correctly.,0,0,0,0,1,0,0
Today I spent time with a student at work who is volunteering at the hospital.  She is working on her MSW and we discussed her graduations project.,1,0,0,0,0,0,0
I found myself feeling low today. I have been going through a difficult period. The sadness came in waves and I struggled to shake it.,0,1,0,0,0,0,0
Today reminded me that life can change in an instant. Someone did something I never would have predicted. I was genuinely stunned.,0,0,0,0,1,0,0
I had a long conversation with my Dad yesterday. It was interesting and enjoyable.,1,0,0,0,0,0,1
My spouse was having an emotional crisis about events from his childhood. I had to give him alot of emotional support and seek to help him find a resolution.,0,1,0,0,0,0,0
I made the workday go by fast and made more money than I have been in days. I was super grateful. This made me feel proud too. It gives me more hope than ever even if just for the time being. I have to try to save more money again. I felt very lost with spending and losing so much over the past few years.,1,0,0,0,0,0,0
Life sent me a surprise today. Something happened that completely rewrote my understanding of the situation. I kept replaying it to make sure I had understood correctly. Life has a way of reminding you that you do not know everything.,0,0,0,0,1,0,0
I had sent a couple of family members packages in the mail. They received the packages and they liked the contents. That made me happy. I was also surprised because the packages arrived earlier than I expected. And it was nice to hear from them.,1,0,0,0,1,0,0
Today I was deeply sick. It seems everybody I know has a cold and I thought I was above it but no. I had some orange juice and went back to bed. Not a enjoyable day.,0,1,1,0,0,0,0
I tried a vegetarian burger that everyone has been talking about. It was ok but not that great. Not sure if I would pay so much money for it again.,0,0,0,0,0,0,1
I received a gift I would never have thought to ask for. I sat with the news for a long time before responding. I am still processing what happened.,0,0,0,0,1,0,0
"Yesterday was a bad day for diverticular disease, I couldn't eat, and I was in a lot of pain. Still, I was able to function through it, and I know that if I'm patient the pain will go away eventually. I just wish there was a more permanent solution.",0,1,1,0,0,0,0
"Yesterday I found out I was shortlisted for a big promotion at work. I've been at this job for 3 years and was so excited to hear that my efforts might pay off and help me to make a better life for myself, my husband, and my baby. to hear that",1,0,0,0,0,0,0
Work is work. There are ups and downs but yesterday was good. I got a lot of things done and I had a good time occasionally having a chat with my boss about non-work stuff. It was a good day at work.,1,0,0,0,0,0,1
A college budy was in my neck of the woods so he invited me to meet up for dinner. We ate at a delicious bbq place. I enjoyed catching up with him and reminicsing about old times.,0,1,0,0,1,0,0
"We had a long, open conversation and I felt truly seen. I felt the kind of love that feels like home and could not stop thinking about how fortunate I am to have someone who means the world to me.",0,0,0,0,0,1,0
We shared a meal and it felt like the most natural thing in the world. Moments like these are why I am so grateful for my family. I feel a full heart and at peace.,0,0,0,0,0,1,0
I would not have believed it if someone had told me. An old friend I had not spoken to in years contacted me completely out of the blue. My mind went blank for a few seconds.,0,0,0,0,1,0,0
My son was sent home from school yesterday throwing up. It made me anxious and apprehensive because he's nonverbal and can't tell me what's going on.,0,0,1,1,0,0,0
I managed to write two papers in the same day for two of my classes. I was proud that it did not take much effort and that I did not have to spend the entire night after work working on them.,1,0,0,0,0,0,1
"I had a very productive day today at work, and even picked up a new skill, which was nice.  I was very busy for most of the day, with almost no lulls, which made the day go by faster.  I feel satisfied and accomplished, which is something that doesn't happen often these days, so at the end of the day, it was a good day.",1,0,0,0,0,0,1
Today reminded me that certainty is an illusion. I received a gift I would never have thought to ask for. I needed a moment before I could say anything. I am still thinking about it now.,0,0,0,0,1,0,0
I felt angry and sad today in equal measure. The situation was handled completely wrong. What happened hurt me deeply and also made me furious.,0,1,1,0,0,0,0
I do not say it enough but I feel complete devotion for someone who means the world to me. What we have took years to build and I cherish every part of it. Today that feeling was especially strong.,0,0,0,0,0,1,0
"The most salient thing from yesterday was how we are a family (wife and 3 kids) but as of recent we have been deeply distant from each other so the household is cold and callous. Just last month our house was loud and boisterous, now its silent and uncomfortable.",0,1,0,0,0,0,0
I have been feeling anxious about the uncertainty ahead lately. Something has been weighing on me. The uncertainty makes everything feel unsettling.,0,0,0,1,0,0,0
My job laid me off. I knew it was coming so I found myself not surprised but i was frustrated that i have to find a new job now and anxious that i will not have enough income this month.,0,1,1,1,0,0,0
Today reminded me that certainty is an illusion. Someone I barely knew did something that completely surprised me. I needed a moment before I could say anything. I suppose the unexpected keeps things honest.,0,0,0,0,1,0,0
"My best friend of 20+ years called me the day before. We normally talk every week or so. The conversation was fun, and we joked around about some of our shared memories. I felt nostalgic because we were talking about this resturant that is in our hometown. Neither of us live in the same city any more, but being friends for almost 25 years make me feel good.",1,1,0,0,0,0,0
I was able to easily maintain my goal of 2 hours and 20 minutes of straight cardio for the first time.  I'm eager to expand my cardio to doing it 6 times a week.,1,0,0,0,0,0,0
"Out of nowhere, A message arrived that stopped me in my tracks. I found myself just staring, trying to make sense of it. It was genuinely shocking.",0,0,0,0,1,0,0
